trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
367,False,"{'a': 0.5, 'e': 0.9270531574238075}",30,3,-47.894098356111606,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.926660023822477}",20,0,-53.48465005365537,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
369,False,"{'a': 0.5, 'e': 0.9262658740265285}",30,0,-215.32367033151812,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 3}",0
370,False,"{'a': 0.5, 'e': 0.9258707084681946}",20,0,-11.51745875398346,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
371,False,"{'a': 0.5, 'e': 0.9254745275808223}",20,0,-114.33838621725582,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
372,False,"{'a': 0.5, 'e': 0.9250773317988715}",25,0,-99.31600887739883,"{0: 14, 1: 1, 2: 9, 3: 1, 4: 0}",0
373,False,"{'a': 0.5, 'e': 0.9246791215579154}",25,0,-46.90614912663779,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
374,False,"{'a': 0.5, 'e': 0.9242798972946399}",30,0,-119.45831332908105,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
375,False,"{'a': 0.5, 'e': 0.9238796594468421}",20,0,-149.79484521176244,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
376,False,"{'a': 0.5, 'e': 0.9234784084534317}",20,11,-22.642665302108075,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.9230761447544285}",20,0,-112.36261558555296,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
378,False,"{'a': 0.5, 'e': 0.9226728687909633}",30,0,-111.56747978752776,"{0: 17, 1: 2, 2: 10, 3: 1, 4: 0}",0
379,False,"{'a': 0.5, 'e': 0.9222685810052769}",25,0,-149.3868135205147,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
380,False,"{'a': 0.5, 'e': 0.9218632818407198}",25,0,-76.0219283207973,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
381,False,"{'a': 0.5, 'e': 0.9214569717417512}",20,0,-104.65849485575185,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
382,False,"{'a': 0.5, 'e': 0.9210496511539394}",25,0,-126.09446080941754,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
383,False,"{'a': 0.5, 'e': 0.9206413205239606}",30,0,-199.2104266976601,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 4}",0
384,False,"{'a': 0.5, 'e': 0.9202319802995987}",30,0,-91.19131724250803,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
385,False,"{'a': 0.5, 'e': 0.9198216309297446}",20,0,-76.80321094523613,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
386,False,"{'a': 0.5, 'e': 0.9194102728643958}",25,0,-135.51453774007945,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
387,False,"{'a': 0.5, 'e': 0.9189979065546563}",20,0,-116.0719129652263,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
388,False,"{'a': 0.5, 'e': 0.9185845324527355}",20,3,-151.2211867454922,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 4}",1
389,False,"{'a': 0.5, 'e': 0.918170151011948}",30,0,-126.17381900000174,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
390,False,"{'a': 0.5, 'e': 0.9177547626867131}",20,0,-143.5364051030119,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
391,False,"{'a': 0.5, 'e': 0.9173383679325543}",20,0,-98.43366944520595,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
392,False,"{'a': 0.5, 'e': 0.9169209672060986}",25,0,-31.702672926421275,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
393,False,"{'a': 0.5, 'e': 0.9165025609650764}",25,0,-101.23139323433487,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
394,False,"{'a': 0.5, 'e': 0.9160831496683207}",25,0,-63.5949412064609,"{0: 16, 1: 0, 2: 9, 3: 0, 4: 0}",0
395,False,"{'a': 0.5, 'e': 0.9156627337757667}",20,0,-262.7544686338446,"{0: 7, 1: 2, 2: 6, 3: 0, 4: 5}",0
396,False,"{'a': 0.5, 'e': 0.9152413137484509}",30,0,-96.88480629432706,"{0: 18, 1: 4, 2: 6, 3: 2, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.9148188900485116}",20,0,-53.27725493864951,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
398,False,"{'a': 0.5, 'e': 0.9143954631391871}",25,0,-154.25419208682214,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
399,False,"{'a': 0.5, 'e': 0.9139710334848163}",25,0,-194.0400836029106,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
400,False,"{'a': 0.5, 'e': 0.9135456015508376}",30,3,-49.793074389830906,"{0: 22, 1: 1, 2: 3, 3: 0, 4: 1}",1
401,False,"{'a': 0.5, 'e': 0.9131191678037884}",20,0,-63.5476205258024,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
402,False,"{'a': 0.5, 'e': 0.9126917327113049}",20,0,-125.25777628319855,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
403,False,"{'a': 0.5, 'e': 0.9122632967421213}",30,0,-76.73107566833096,"{0: 20, 1: 0, 2: 10, 3: 0, 4: 0}",0
404,False,"{'a': 0.5, 'e': 0.9118338603660692}",25,0,-239.36302874564296,"{0: 12, 1: 1, 2: 7, 3: 1, 4: 4}",0
405,False,"{'a': 0.5, 'e': 0.9114034240540775}",20,0,-52.78144988545499,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
406,False,"{'a': 0.5, 'e': 0.9109719882781717}",20,0,-89.19772171304984,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
407,False,"{'a': 0.5, 'e': 0.9105395535114732}",30,0,-102.42572137702183,"{0: 18, 1: 3, 2: 7, 3: 2, 4: 0}",0
408,False,"{'a': 0.5, 'e': 0.9101061202281988}",25,0,-77.68127793927825,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
409,False,"{'a': 0.5, 'e': 0.9096716889036607}",25,0,-27.06130076760015,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
410,False,"{'a': 0.5, 'e': 0.9092362600142652}",25,0,-191.8583783124939,"{0: 12, 1: 2, 2: 8, 3: 0, 4: 3}",0
411,False,"{'a': 0.5, 'e': 0.9087998340375125}",20,15,2.2282656233168217,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.9083624114519965}",25,0,-59.25782161146364,"{0: 18, 1: 5, 2: 0, 3: 1, 4: 1}",0
413,False,"{'a': 0.5, 'e': 0.907923992737404}",30,0,-74.5417440073245,"{0: 25, 1: 1, 2: 0, 3: 3, 4: 1}",0
414,False,"{'a': 0.5, 'e': 0.9074845783745138}",20,0,-121.87658592962892,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
415,False,"{'a': 0.5, 'e': 0.9070441688451971}",25,0,-73.6708751565813,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
416,False,"{'a': 0.5, 'e': 0.906602764632416}",20,0,-85.4357303118,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
417,False,"{'a': 0.5, 'e': 0.9061603662202234}",20,0,-69.71803590084676,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
418,False,"{'a': 0.5, 'e': 0.9057169740937628}",20,0,-95.24211794203389,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
419,False,"{'a': 0.5, 'e': 0.9052725887392672}",20,0,-75.50057195085745,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
420,False,"{'a': 0.5, 'e': 0.9048272106440586}",25,0,-79.74706309209772,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
421,False,"{'a': 0.5, 'e': 0.904380840296548}",30,0,-166.34895429928474,"{0: 19, 1: 5, 2: 2, 3: 1, 4: 3}",0
422,False,"{'a': 0.5, 'e': 0.9039334781862344}",20,0,-124.53821747458049,"{0: 8, 1: 2, 2: 8, 3: 2, 4: 0}",0
423,False,"{'a': 0.5, 'e': 0.9034851248037044}",20,6,-113.68452540182317,"{0: 6, 1: 3, 2: 3, 3: 0, 4: 2}",1
424,False,"{'a': 0.5, 'e': 0.9030357806406315}",30,0,-73.23974394097165,"{0: 20, 1: 4, 2: 4, 3: 2, 4: 0}",0
425,False,"{'a': 0.5, 'e': 0.9025854461897759}",25,0,-180.2126912758149,"{0: 12, 1: 1, 2: 9, 3: 1, 4: 2}",0
426,False,"{'a': 0.5, 'e': 0.9021341219449838}",25,0,-176.11980565078645,"{0: 14, 1: 4, 2: 1, 3: 4, 4: 2}",0
427,False,"{'a': 0.5, 'e': 0.9016818084011866}",20,0,-83.67221377738579,"{0: 14, 1: 2, 2: 1, 3: 2, 4: 1}",0
428,False,"{'a': 0.5, 'e': 0.9012285060544007}",25,0,-7.70649937851535,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
429,False,"{'a': 0.5, 'e': 0.9007742154017271}",25,0,-91.836800983003,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
430,False,"{'a': 0.5, 'e': 0.9003189369413501}",20,0,-38.71641091841126,"{0: 13, 1: 4, 2: 2, 3: 1, 4: 0}",0
431,False,"{'a': 0.5, 'e': 0.8998626711725377}",20,0,-113.44182714356519,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
432,False,"{'a': 0.5, 'e': 0.8994054185956403}",20,0,-135.26942312877082,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
433,False,"{'a': 0.5, 'e': 0.8989471797120906}",25,0,-90.31168597567927,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
434,False,"{'a': 0.5, 'e': 0.8984879550244027}",25,0,-34.93828033794797,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
435,False,"{'a': 0.5, 'e': 0.8980277450361723}",20,0,-84.66400913630952,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
436,False,"{'a': 0.5, 'e': 0.897566550252075}",20,0,-74.53581068037047,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 0}",0
437,False,"{'a': 0.5, 'e': 0.8971043711778665}",20,0,-146.16887167824802,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
438,False,"{'a': 0.5, 'e': 0.8966412083203821}",20,0,-34.51121257308782,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
439,False,"{'a': 0.5, 'e': 0.8961770621875358}",20,7,-3.727907157941583,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.8957119332883198}",25,0,-170.87000788822476,"{0: 17, 1: 0, 2: 3, 3: 2, 4: 3}",0
441,False,"{'a': 0.5, 'e': 0.8952458221328041}",25,0,-76.43434864909823,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
442,False,"{'a': 0.5, 'e': 0.894778729232136}",20,0,-59.307364254735916,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
443,False,"{'a': 0.5, 'e': 0.8943106550985391}",30,0,-108.99817443997559,"{0: 20, 1: 2, 2: 5, 3: 2, 4: 1}",0
444,False,"{'a': 0.5, 'e': 0.8938416002453135}",20,0,-84.92700350305626,"{0: 9, 1: 3, 2: 8, 3: 0, 4: 0}",0
445,False,"{'a': 0.5, 'e': 0.8933715651868341}",20,0,-134.7000298272383,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
446,False,"{'a': 0.5, 'e': 0.8929005504385513}",25,12,-99.83841353897579,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 2}",1
447,False,"{'a': 0.5, 'e': 0.8924285565169898}",25,0,-85.13157922684037,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
448,False,"{'a': 0.5, 'e': 0.8919555839397476}",35,0,-7.618493485570531,"{0: 29, 1: 3, 2: 3, 3: 0, 4: 0}",0
449,False,"{'a': 0.5, 'e': 0.8914816332254966}",20,0,-4.0895105442530415,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
450,False,"{'a': 0.5, 'e': 0.8910067048939807}",20,0,-46.8172513287905,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
451,False,"{'a': 0.5, 'e': 0.8905307994660163}",20,0,-54.67274803016471,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
452,False,"{'a': 0.5, 'e': 0.8900539174634912}",20,0,-16.402153812457303,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.889576059409364}",25,0,-172.88199284896407,"{0: 17, 1: 1, 2: 1, 3: 3, 4: 3}",0
454,False,"{'a': 0.5, 'e': 0.8890972258276638}",25,0,-86.07281676835447,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
455,False,"{'a': 0.5, 'e': 0.8886174172434896}",25,0,-208.51884628097469,"{0: 11, 1: 4, 2: 6, 3: 1, 4: 3}",0
456,False,"{'a': 0.5, 'e': 0.8881366341830093}",25,0,-73.50460392979355,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
457,False,"{'a': 0.5, 'e': 0.8876548771734595}",25,0,-147.2630490713696,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
458,False,"{'a': 0.5, 'e': 0.887172146743145}",30,0,-93.61357617378378,"{0: 19, 1: 6, 2: 3, 3: 1, 4: 1}",0
459,False,"{'a': 0.5, 'e': 0.8866884434214382}",20,0,-182.4387150301491,"{0: 7, 1: 4, 2: 5, 3: 2, 4: 2}",0
460,False,"{'a': 0.5, 'e': 0.886203767738778}",20,0,-69.16217505683281,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
461,False,"{'a': 0.5, 'e': 0.8857181202266698}",25,2,-49.759534425164894,"{0: 13, 1: 6, 2: 4, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.8852315014176848}",35,0,-169.98410129746568,"{0: 21, 1: 4, 2: 6, 3: 2, 4: 2}",0
463,False,"{'a': 0.5, 'e': 0.8847439118454594}",30,2,-88.74380725515617,"{0: 20, 1: 2, 2: 4, 3: 1, 4: 1}",1
464,False,"{'a': 0.5, 'e': 0.8842553520446943}",25,0,-131.63219028907818,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
465,False,"{'a': 0.5, 'e': 0.8837658225511544}",25,13,-58.70771353026086,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
466,False,"{'a': 0.5, 'e': 0.8832753239016679}",25,0,-138.05139539090683,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
467,False,"{'a': 0.5, 'e': 0.8827838566341257}",25,0,-63.01566821878265,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
468,False,"{'a': 0.5, 'e': 0.8822914212874811}",25,0,-10.035468179594165,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
469,False,"{'a': 0.5, 'e': 0.8817980184017489}",25,0,-168.60987118712853,"{0: 12, 1: 2, 2: 8, 3: 1, 4: 2}",0
470,False,"{'a': 0.5, 'e': 0.8813036485180049}",20,0,-3.9605615917991472,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
471,False,"{'a': 0.5, 'e': 0.8808083121783855}",25,0,-109.17211231854462,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
472,False,"{'a': 0.5, 'e': 0.8803120099260867}",20,0,-188.10823751710615,"{0: 10, 1: 0, 2: 6, 3: 1, 4: 3}",0
473,False,"{'a': 0.5, 'e': 0.8798147423053639}",25,15,-77.13206055001356,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
474,False,"{'a': 0.5, 'e': 0.8793165098615311}",25,0,-120.16223996442302,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
475,False,"{'a': 0.5, 'e': 0.8788173131409603}",25,0,-112.89575535907761,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
476,False,"{'a': 0.5, 'e': 0.878317152691081}",25,13,-13.352198643557056,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.8778160290603796}",20,0,-31.4555404650982,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
478,False,"{'a': 0.5, 'e': 0.8773139427983986}",25,0,-160.3099162951863,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
479,False,"{'a': 0.5, 'e': 0.8768108944557362}",20,0,-99.52770999940134,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
480,False,"{'a': 0.5, 'e': 0.8763068845840458}",20,0,-126.7353717893802,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
481,False,"{'a': 0.5, 'e': 0.8758019137360349}",30,0,-23.074677069281865,"{0: 24, 1: 1, 2: 5, 3: 0, 4: 0}",0
482,False,"{'a': 0.5, 'e': 0.8752959824654651}",25,3,-28.274488528454462,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.8747890913271511}",20,0,-35.39985120369414,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
484,False,"{'a': 0.5, 'e': 0.8742812408769604}",25,0,-167.53491151261153,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
485,False,"{'a': 0.5, 'e': 0.8737724316718121}",20,0,-72.68897808203188,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
486,False,"{'a': 0.5, 'e': 0.873262664269677}",25,0,-125.32202578133072,"{0: 13, 1: 3, 2: 5, 3: 4, 4: 0}",0
487,False,"{'a': 0.5, 'e': 0.8727519392295767}",20,0,-157.48449989962813,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 4}",0
488,False,"{'a': 0.5, 'e': 0.872240257111583}",20,8,-45.16488520671631,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
489,False,"{'a': 0.5, 'e': 0.8717276184768169}",20,14,0.021023205724589822,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.8712140238874486}",20,0,-41.87160835803457,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
491,False,"{'a': 0.5, 'e': 0.8706994739066967}",20,0,-106.63284091438842,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
492,False,"{'a': 0.5, 'e': 0.8701839690988273}",25,0,-95.95819447430455,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
493,False,"{'a': 0.5, 'e': 0.8696675100291538}",20,0,-207.60627094135498,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
494,False,"{'a': 0.5, 'e': 0.8691500972640357}",25,0,-40.777388700874205,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
495,False,"{'a': 0.5, 'e': 0.8686317313708788}",25,8,-73.81191969339837,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 1}",1
496,False,"{'a': 0.5, 'e': 0.8681124129181338}",25,0,-70.70316897590342,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
497,False,"{'a': 0.5, 'e': 0.867592142475296}",20,0,-132.35882109601707,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
498,False,"{'a': 0.5, 'e': 0.8670709206129051}",35,0,-191.64834389992947,"{0: 24, 1: 1, 2: 6, 3: 0, 4: 4}",0
499,False,"{'a': 0.5, 'e': 0.8665487479025434}",25,0,-235.5520962837482,"{0: 13, 1: 2, 2: 4, 3: 2, 4: 4}",0
500,False,"{'a': 0.5, 'e': 0.8660256249168367}",25,6,-48.59340844559934,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.8655015522294522}",30,0,-57.67306890069299,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
502,False,"{'a': 0.5, 'e': 0.8649765304150993}",30,0,-234.27720260585556,"{0: 15, 1: 4, 2: 5, 3: 3, 4: 3}",0
503,False,"{'a': 0.5, 'e': 0.8644505600495273}",30,0,-213.9112169525991,"{0: 18, 1: 2, 2: 4, 3: 3, 4: 3}",0
504,False,"{'a': 0.5, 'e': 0.8639236417095265}",20,0,-59.49582444515845,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
505,False,"{'a': 0.5, 'e': 0.8633957759729266}",20,14,-13.420195539235262,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
506,False,"{'a': 0.5, 'e': 0.8628669634185959}",30,0,-142.1502845044309,"{0: 22, 1: 1, 2: 4, 3: 0, 4: 3}",0
507,False,"{'a': 0.5, 'e': 0.8623372046264414}",20,0,-21.250373535073873,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
508,False,"{'a': 0.5, 'e': 0.8618065001774075}",30,0,-94.6305692865692,"{0: 21, 1: 1, 2: 5, 3: 3, 4: 0}",0
509,False,"{'a': 0.5, 'e': 0.8612748506534756}",25,0,-131.74578046677124,"{0: 13, 1: 5, 2: 4, 3: 2, 4: 1}",0
510,False,"{'a': 0.5, 'e': 0.8607422566376639}",20,0,-61.348370118945354,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
511,False,"{'a': 0.5, 'e': 0.8602087187140258}",25,1,-197.24315778003185,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 4}",1
512,False,"{'a': 0.5, 'e': 0.8596742374676501}",30,15,-10.674656786438744,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.8591388134846603}",30,0,-10.007536955302813,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
514,False,"{'a': 0.5, 'e': 0.858602447352213}",25,0,-103.25178848447237,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
515,False,"{'a': 0.5, 'e': 0.8580651396584987}",20,0,-68.92470335177823,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
516,False,"{'a': 0.5, 'e': 0.8575268909927403}",20,16,9.74232052819392,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.8569877019451921}",20,7,-10.132988091995273,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.8564475731071403}",35,0,-174.5529017656182,"{0: 19, 1: 4, 2: 9, 3: 2, 4: 1}",0
519,False,"{'a': 0.5, 'e': 0.8559065050709013}",20,0,-17.15304114658234,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
520,False,"{'a': 0.5, 'e': 0.8553644984298214}",20,5,-16.23833050545223,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.8548215537782766}",20,0,-28.770568595913673,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
522,False,"{'a': 0.5, 'e': 0.8542776717116711}",25,0,-97.80629609710057,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
523,False,"{'a': 0.5, 'e': 0.8537328528264374}",25,8,-137.71612144256653,"{0: 8, 1: 0, 2: 7, 3: 0, 4: 2}",1
524,False,"{'a': 0.5, 'e': 0.8531870977200351}",30,8,-92.62455444402488,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 1}",1
525,False,"{'a': 0.5, 'e': 0.8526404069909505}",20,8,-73.26514290002595,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 1}",1
526,False,"{'a': 0.5, 'e': 0.852092781238696}",25,0,-81.83846038197932,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
527,False,"{'a': 0.5, 'e': 0.8515442210638097}",20,0,-44.7007964856093,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
528,False,"{'a': 0.5, 'e': 0.8509947270678536}",35,17,-109.07894380886603,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 2}",1
529,False,"{'a': 0.5, 'e': 0.8504442998534146}",20,0,-96.5957623116554,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
530,False,"{'a': 0.5, 'e': 0.8498929400241024}",20,0,-92.79723733076605,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
531,False,"{'a': 0.5, 'e': 0.8493406481845498}",30,0,-153.71844417885373,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
532,False,"{'a': 0.5, 'e': 0.8487874249404113}",20,0,-46.78920852313656,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.8482332708983631}",25,0,-89.79262559609408,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
534,False,"{'a': 0.5, 'e': 0.847678186666102}",20,0,-84.5490785712595,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
535,False,"{'a': 0.5, 'e': 0.8471221728523449}",20,0,-39.27339041082977,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
536,False,"{'a': 0.5, 'e': 0.8465652300668282}",20,0,-38.7490028097347,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
537,False,"{'a': 0.5, 'e': 0.8460073589203068}",30,0,-195.04628898825635,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
538,False,"{'a': 0.5, 'e': 0.8454485600245536}",20,11,-43.662651600250406,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 1}",1
539,False,"{'a': 0.5, 'e': 0.8448888339923594}",20,0,-28.380514673376975,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
540,False,"{'a': 0.5, 'e': 0.8443281814375313}",30,0,-36.43030129588592,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
541,False,"{'a': 0.5, 'e': 0.8437666029748924}",20,0,-20.052100120155078,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
542,False,"{'a': 0.5, 'e': 0.8432040992202814}",25,0,-147.4052706548851,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
543,False,"{'a': 0.5, 'e': 0.8426406707905516}",25,0,-125.83230884138086,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
544,False,"{'a': 0.5, 'e': 0.8420763183035702}",20,0,-35.41525152190542,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
545,False,"{'a': 0.5, 'e': 0.841511042378218}",20,0,-93.81579682098139,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
546,False,"{'a': 0.5, 'e': 0.8409448436343883}",25,0,-63.60084348242597,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
547,False,"{'a': 0.5, 'e': 0.8403777226929863}",25,0,-135.68650522214716,"{0: 15, 1: 0, 2: 7, 3: 2, 4: 1}",0
548,False,"{'a': 0.5, 'e': 0.8398096801759287}",25,0,-64.34788079258203,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
549,False,"{'a': 0.5, 'e': 0.8392407167061426}",25,0,-77.63529722376259,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
550,False,"{'a': 0.5, 'e': 0.8386708329075652}",30,15,10.279973931572256,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
