trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
919,False,"{'a': 0.5, 'e': 0.5715738270514006}",20,0,-38.22034631595544,"{0: 15, 1: 2, 2: 1, 3: 2, 4: 0}",0
920,False,"{'a': 0.5, 'e': 0.5707142359088118}",25,0,14.10611687875301,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
921,False,"{'a': 0.5, 'e': 0.5698540189091446}",30,7,-29.8023359574816,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
922,False,"{'a': 0.5, 'e': 0.5689931769957309}",30,18,-4.376249523641221,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
923,False,"{'a': 0.5, 'e': 0.568131711112588}",20,0,-74.52099755527225,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
924,False,"{'a': 0.5, 'e': 0.5672696222044171}",20,13,-14.82659317000373,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
925,False,"{'a': 0.5, 'e': 0.5664069112166029}",20,0,-77.22771709180945,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
926,False,"{'a': 0.5, 'e': 0.5655435790952121}",25,0,-46.89152224849761,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
927,False,"{'a': 0.5, 'e': 0.5646796267869926}",30,0,-155.3740382992289,"{0: 19, 1: 0, 2: 8, 3: 1, 4: 2}",0
928,False,"{'a': 0.5, 'e': 0.5638150552393726}",25,17,1.6069001938722107,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.562949865400459}",30,16,-13.019313221085302,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
930,False,"{'a': 0.5, 'e': 0.5620840582190371}",30,0,-40.09093365529723,"{0: 24, 1: 4, 2: 1, 3: 0, 4: 1}",0
931,False,"{'a': 0.5, 'e': 0.5612176346445689}",25,8,-58.465424243770045,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
932,False,"{'a': 0.5, 'e': 0.5603505956271925}",25,7,-17.680182071053302,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
933,False,"{'a': 0.5, 'e': 0.559482942117721}",35,21,-50.83035880058822,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
934,False,"{'a': 0.5, 'e': 0.5586146750676411}",30,12,-131.8267732258066,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 3}",1
935,False,"{'a': 0.5, 'e': 0.5577457954291125}",25,0,-36.84643513094648,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
936,False,"{'a': 0.5, 'e': 0.5568763041549668}",25,0,-127.91635310838255,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
937,False,"{'a': 0.5, 'e': 0.556006202198706}",35,13,17.133608918813785,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
938,False,"{'a': 0.5, 'e': 0.5551354905145021}",20,0,-75.0282207759158,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
939,False,"{'a': 0.5, 'e': 0.5542641700571954}",25,0,-105.84849476977325,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
940,False,"{'a': 0.5, 'e': 0.5533922417822943}",20,12,-17.71605719299876,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
941,False,"{'a': 0.5, 'e': 0.5525197066459733}",30,13,6.344948610132356,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
942,False,"{'a': 0.5, 'e': 0.5516465656050724}",20,0,-77.35381735803952,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
943,False,"{'a': 0.5, 'e': 0.5507728196170963}",20,4,20.753061263102282,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.5, 'e': 0.5498984696402132}",25,13,4.10289783131986,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
945,False,"{'a': 0.5, 'e': 0.5490235166332531}",25,18,-16.839599289879903,"{0: 5, 1: 1, 2: 0, 3: 1, 4: 0}",1
946,False,"{'a': 0.5, 'e': 0.5481479615557078}",25,11,-22.95445721803344,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
947,False,"{'a': 0.5, 'e': 0.5472718053677291}",30,7,13.511603724454035,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
948,False,"{'a': 0.5, 'e': 0.5463950490301283}",20,0,-127.77744836743886,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
949,False,"{'a': 0.5, 'e': 0.5455176935043742}",25,11,-47.49424933832867,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
950,False,"{'a': 0.5, 'e': 0.5446397397525934}",20,0,-25.754689293390683,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
951,False,"{'a': 0.5, 'e': 0.5437611887375681}",35,18,-27.860948284235224,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 0}",1
952,False,"{'a': 0.5, 'e': 0.5428820414227356}",25,18,13.317656935463555,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.5, 'e': 0.542002298772187}",25,0,2.8129729889204214,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
954,False,"{'a': 0.5, 'e': 0.5411219617506665}",20,0,-62.994414348244966,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
955,False,"{'a': 0.5, 'e': 0.5402410313235698}",20,6,-66.31587154970664,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
956,False,"{'a': 0.5, 'e': 0.5393595084569437}",30,1,-61.40960318347305,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 1}",1
957,False,"{'a': 0.5, 'e': 0.5384773941174843}",30,16,-62.853315482149554,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
958,False,"{'a': 0.5, 'e': 0.5375946892725364}",20,0,-30.49007699387769,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
959,False,"{'a': 0.5, 'e': 0.5367113948900929}",30,11,-11.19314235870538,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 0}",1
960,False,"{'a': 0.5, 'e': 0.5358275119387922}",20,0,-67.39715311635838,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
961,False,"{'a': 0.5, 'e': 0.534943041387919}",25,2,-74.11833352713332,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
962,False,"{'a': 0.5, 'e': 0.5340579842074022}",25,0,-61.38218362851105,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
963,False,"{'a': 0.5, 'e': 0.5331723413678134}",25,6,-9.281961198417571,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.5322861138403676}",20,5,-13.522184550883939,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
965,False,"{'a': 0.5, 'e': 0.5313993025969196}",30,0,-57.509835661335536,"{0: 23, 1: 3, 2: 3, 3: 0, 4: 1}",0
966,False,"{'a': 0.5, 'e': 0.5305119086099654}",20,8,-17.95948174496258,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
967,False,"{'a': 0.5, 'e': 0.5296239328526398}",30,0,-104.42360654578879,"{0: 22, 1: 0, 2: 5, 3: 2, 4: 1}",0
968,False,"{'a': 0.5, 'e': 0.528735376298715}",20,14,4.846133415147808,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.5, 'e': 0.5278462399226008}",30,0,7.673332018820053,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",1
970,False,"{'a': 0.5, 'e': 0.526956524699343}",30,0,-86.39573063667314,"{0: 20, 1: 1, 2: 7, 3: 2, 4: 0}",0
971,False,"{'a': 0.5, 'e': 0.5260662316046211}",25,8,18.054478948149736,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
972,False,"{'a': 0.5, 'e': 0.5251753616147494}",25,12,-11.824750723972688,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
973,False,"{'a': 0.5, 'e': 0.5242839157066742}",35,0,-62.91992531708747,"{0: 27, 1: 4, 2: 2, 3: 1, 4: 1}",0
974,False,"{'a': 0.5, 'e': 0.5233918948579737}",25,14,-0.20179131217337876,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
975,False,"{'a': 0.5, 'e': 0.5224993000468567}",35,10,-62.42961126836603,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",1
976,False,"{'a': 0.5, 'e': 0.5216061322521608}",20,0,-75.73246168672534,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
977,False,"{'a': 0.5, 'e': 0.5207123924533525}",20,5,13.089243853193773,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.5, 'e': 0.5198180816305257}",20,0,-86.92875148317634,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
979,False,"{'a': 0.5, 'e': 0.5189232007643997}",25,16,14.547627967030962,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.5, 'e': 0.5180277508363199}",20,0,-67.25086865432124,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
981,False,"{'a': 0.5, 'e': 0.5171317328282549}",20,0,-40.46370761914407,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
982,False,"{'a': 0.5, 'e': 0.5162351477227968}",20,8,-8.464099093305837,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
983,False,"{'a': 0.5, 'e': 0.5153379965031596}",20,0,-74.99807380039422,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
984,False,"{'a': 0.5, 'e': 0.5144402801531777}",25,14,10.950665339529843,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.5, 'e': 0.5135419996573055}",25,8,-109.11009110722853,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 2}",1
986,False,"{'a': 0.5, 'e': 0.5126431560006165}",20,2,-41.20999467228362,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 1}",1
987,False,"{'a': 0.5, 'e': 0.5117437501688006}",25,0,-105.6094898306735,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
988,False,"{'a': 0.5, 'e': 0.5108437831481655}",30,14,11.931568986201047,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
989,False,"{'a': 0.5, 'e': 0.5099432559256333}",25,0,-34.4657285311223,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
990,False,"{'a': 0.5, 'e': 0.5090421694887409}",25,0,-25.062925250927076,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
991,False,"{'a': 0.5, 'e': 0.5081405248256389}",25,0,-16.57927534638756,"{0: 22, 1: 0, 2: 1, 3: 2, 4: 0}",0
992,False,"{'a': 0.5, 'e': 0.5072383229250887}",25,8,2.553168567330908,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
993,False,"{'a': 0.5, 'e': 0.5063355647764644}",25,10,-8.08649542323684,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
994,False,"{'a': 0.5, 'e': 0.505432251369749}",20,0,-1.227724828902863,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
995,False,"{'a': 0.5, 'e': 0.5045283836955345}",25,14,-1.4949446306747631,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
996,False,"{'a': 0.5, 'e': 0.5036239627450215}",25,14,-4.279912406498956,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
997,False,"{'a': 0.5, 'e': 0.5027189895100164}",25,0,-67.22985738597198,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
998,False,"{'a': 0.5, 'e': 0.5018134649829317}",20,11,11.986084356042197,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.5, 'e': 0.5009073901567844}",25,6,13.700620818670977,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1000,False,"{'a': 0.5, 'e': 0.500000766025195}",30,0,-83.53480506446557,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
1001,False,"{'a': 0.5, 'e': 0.4990935935823863}",25,11,-14.716109295354036,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1002,False,"{'a': 0.5, 'e': 0.49818587382318263}",25,5,-94.64547524212438,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",1
1003,False,"{'a': 0.5, 'e': 0.497277607743008}",25,8,-77.35117421909122,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 1}",1
1004,False,"{'a': 0.5, 'e': 0.4963687963378861}",30,0,-21.61808905614455,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
1005,False,"{'a': 0.5, 'e': 0.4954594406044382}",20,0,13.890299702724718,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
1006,False,"{'a': 0.5, 'e': 0.4945495415398827}",25,0,-113.73701788597705,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",1
1007,False,"{'a': 0.5, 'e': 0.49363910014203405}",25,9,-3.491810770876719,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
1008,False,"{'a': 0.5, 'e': 0.4927281174093008}",25,19,8.72686674980889,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.5, 'e': 0.4918165943406857}",25,4,-86.02828851626961,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 1}",1
1010,False,"{'a': 0.5, 'e': 0.4909045319357841}",25,11,-3.838861281097331,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1011,False,"{'a': 0.5, 'e': 0.4899919311947822}",20,12,9.005074657775737,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.5, 'e': 0.4890787931184572}",35,24,12.133311028843348,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.5, 'e': 0.488165118708175}",25,13,-32.35582290876992,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1014,False,"{'a': 0.5, 'e': 0.4872509089658901}",20,15,2.0774194674761555,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.5, 'e': 0.48633616489414394}",20,14,14.63871486448663,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.5, 'e': 0.48542088749606366}",20,8,20.588992525124812,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.5, 'e': 0.4845050777753615}",25,18,-5.361475805998646,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1018,False,"{'a': 0.5, 'e': 0.4835887367363337}",30,22,-14.780145306504107,"{0: 6, 1: 1, 2: 0, 3: 1, 4: 0}",1
1019,False,"{'a': 0.5, 'e': 0.4826718653838584}",20,8,-3.0285845229311734,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
1020,False,"{'a': 0.5, 'e': 0.4817544647233963}",35,0,-84.56863036024555,"{0: 28, 1: 1, 2: 4, 3: 0, 4: 2}",0
1021,False,"{'a': 0.5, 'e': 0.4808365357609874}",25,3,-13.988903957127286,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
1022,False,"{'a': 0.5, 'e': 0.479918079503252}",25,16,-1.9974462445714782,"{0: 6, 1: 3, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.5, 'e': 0.4789990969573884}",25,15,-8.92292088627644,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1024,False,"{'a': 0.5, 'e': 0.47807958913117166}",35,23,0.2001389459571019,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1025,False,"{'a': 0.5, 'e': 0.4771595570329532}",20,0,-83.94855488816577,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
1026,False,"{'a': 0.5, 'e': 0.47623900167165967}",25,6,-28.164200468333917,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 0}",1
1027,False,"{'a': 0.5, 'e': 0.4753179240567907}",25,8,-19.321851644198507,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
1028,False,"{'a': 0.5, 'e': 0.47439632519841934}",20,0,-13.186660661473168,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
1029,False,"{'a': 0.5, 'e': 0.47347420610719027}",25,0,-3.72502383954106,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1030,False,"{'a': 0.5, 'e': 0.4725515677943179}",25,0,-47.45483666522727,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
1031,False,"{'a': 0.5, 'e': 0.4716284112715871}",20,0,-90.00553280687207,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
1032,False,"{'a': 0.5, 'e': 0.47070473755135}",25,13,5.632564865806016,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1033,False,"{'a': 0.5, 'e': 0.4697805476465266}",35,17,-33.44316082698069,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 1}",1
1034,False,"{'a': 0.5, 'e': 0.4688558425706029}",20,0,-41.30220584678046,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
1035,False,"{'a': 0.5, 'e': 0.46793062333762936}",25,0,-59.41263520305036,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
1036,False,"{'a': 0.5, 'e': 0.46700489096222075}",35,0,19.315911648571706,"{0: 32, 1: 1, 2: 2, 3: 0, 4: 0}",0
1037,False,"{'a': 0.5, 'e': 0.46607864645955455}",20,0,-81.67957508929595,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
1038,False,"{'a': 0.5, 'e': 0.4651518908453694}",25,11,-15.539504867125059,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1039,False,"{'a': 0.5, 'e': 0.46422462513596513}",30,6,-41.79791613616074,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 1}",1
1040,False,"{'a': 0.5, 'e': 0.4632968503482001}",25,0,-13.090869790293642,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
1041,False,"{'a': 0.5, 'e': 0.4623685674994917}",20,7,-49.94625201874753,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
1042,False,"{'a': 0.5, 'e': 0.4614397776078143}",30,15,-44.79024531977352,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
1043,False,"{'a': 0.5, 'e': 0.4605104816916978}",25,12,-51.226809921623754,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
1044,False,"{'a': 0.5, 'e': 0.4595806807702275}",20,6,18.651555448110905,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.5, 'e': 0.4586503758630428}",20,0,-108.21909696824903,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",1
1046,False,"{'a': 0.5, 'e': 0.4577195679903348}",25,5,-92.23006034323234,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",1
1047,False,"{'a': 0.5, 'e': 0.4567882581728472}",20,0,-52.21878253614516,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
1048,False,"{'a': 0.5, 'e': 0.45585644743187326}",25,0,-130.03593798457058,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
1049,False,"{'a': 0.5, 'e': 0.45492413678925614}",25,17,-6.907098828522172,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
1050,False,"{'a': 0.5, 'e': 0.45399132726738733}",20,0,-95.61337654119885,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",1
1051,False,"{'a': 0.5, 'e': 0.4530580198892047}",20,9,-25.054514111595495,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 0}",1
1052,False,"{'a': 0.5, 'e': 0.45212421567819266}",30,15,-5.14976313542924,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1053,False,"{'a': 0.5, 'e': 0.4511899156583805}",25,0,-119.71489133394606,"{0: 19, 1: 2, 2: 0, 3: 1, 4: 3}",0
1054,False,"{'a': 0.5, 'e': 0.4502551208543406}",20,8,9.990899844538683,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1055,False,"{'a': 0.5, 'e': 0.44931983229118877}",25,0,-150.86755346110968,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
1056,False,"{'a': 0.5, 'e': 0.4483840509945815}",20,6,-115.74456150881987,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 2}",1
1057,False,"{'a': 0.5, 'e': 0.4474477779907161}",25,13,-45.328497798213405,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
1058,False,"{'a': 0.5, 'e': 0.4465110143063293}",25,11,-57.440006390363784,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
1059,False,"{'a': 0.5, 'e': 0.44557376096869505}",20,8,-15.875137620729468,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1060,False,"{'a': 0.5, 'e': 0.4446360190056251}",20,0,-28.616710033660713,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
1061,False,"{'a': 0.5, 'e': 0.44369778944546695}",20,0,-52.43536475122668,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1062,False,"{'a': 0.5, 'e': 0.44275907331710224}",25,7,-30.347294441118446,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 1}",1
1063,False,"{'a': 0.5, 'e': 0.4418198716499469}",20,0,0.4385670534507097,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1064,False,"{'a': 0.5, 'e': 0.44088018547394864}",25,9,11.77956936322064,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.5, 'e': 0.43994001581958697}",25,12,9.595937660067943,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1066,False,"{'a': 0.5, 'e': 0.43899936371787174}",25,16,-0.9494137919396248,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1067,False,"{'a': 0.5, 'e': 0.438058230200341}",30,8,-43.81981619381213,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",1
1068,False,"{'a': 0.5, 'e': 0.4371166162990617}",20,5,5.827121021091477,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1069,False,"{'a': 0.5, 'e': 0.43617452304662724}",35,6,-45.81362108078515,"{0: 21, 1: 4, 2: 2, 3: 2, 4: 0}",1
1070,False,"{'a': 0.5, 'e': 0.4352319514761563}",35,27,-6.644231757353415,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
1071,False,"{'a': 0.5, 'e': 0.4342889026212928}",30,16,16.187089250267015,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.5, 'e': 0.4333453775162034}",25,0,-39.76950645315958,"{0: 19, 1: 0, 2: 5, 3: 1, 4: 0}",0
1073,False,"{'a': 0.5, 'e': 0.43240137719557736}",25,10,5.828122483566468,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1074,False,"{'a': 0.5, 'e': 0.43145690269462533}",20,0,34.114661863394545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1075,False,"{'a': 0.5, 'e': 0.4305119550490772}",20,3,-34.141427140455555,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
1076,False,"{'a': 0.5, 'e': 0.4295665352951824}",30,15,-29.692104820624387,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1077,False,"{'a': 0.5, 'e': 0.4286206444697081}",25,0,-18.090469422466384,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",1
1078,False,"{'a': 0.5, 'e': 0.4276742836099373}",25,0,20.43449221418588,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1079,False,"{'a': 0.5, 'e': 0.4267274537536695}",35,10,10.586039033813496,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",1
1080,False,"{'a': 0.5, 'e': 0.4257801559392175}",20,11,4.794648577239572,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1081,False,"{'a': 0.5, 'e': 0.4248323912054079}",20,0,-80.9014003186369,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
1082,False,"{'a': 0.5, 'e': 0.42388416059157946}",25,0,-67.19078554855005,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
1083,False,"{'a': 0.5, 'e': 0.4229354651375811}",20,0,-138.16922065629626,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
1084,False,"{'a': 0.5, 'e': 0.42198630588377223}",25,10,14.058558591059615,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1085,False,"{'a': 0.5, 'e': 0.4210366838710208}",20,10,18.840963971550252,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.5, 'e': 0.4200866001407014}",20,0,-61.140500188350636,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
1087,False,"{'a': 0.5, 'e': 0.41913605573469626}",20,0,-33.186078267929915,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1088,False,"{'a': 0.5, 'e': 0.41818505169539155}",20,4,19.78461697488065,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.5, 'e': 0.41723358906567826}",30,10,-11.96158617845937,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
1090,False,"{'a': 0.5, 'e': 0.4162816688889503}",20,2,-32.696186090259886,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1091,False,"{'a': 0.5, 'e': 0.41532929220910264}",20,0,-23.94025029108033,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1092,False,"{'a': 0.5, 'e': 0.4143764600705315}",25,11,4.217559400040381,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
1093,False,"{'a': 0.5, 'e': 0.41342317351813274}",25,8,6.794176476542797,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1094,False,"{'a': 0.5, 'e': 0.4124694335972996}",25,13,-43.21998629261385,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
1095,False,"{'a': 0.5, 'e': 0.4115152413539236}",35,21,13.66133602563581,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1096,False,"{'a': 0.5, 'e': 0.41056059783439125}",30,1,-111.41709066600691,"{0: 20, 1: 0, 2: 6, 3: 2, 4: 1}",1
1097,False,"{'a': 0.5, 'e': 0.4096055040855847}",20,5,18.831619047739895,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.5, 'e': 0.40864996115487984}",25,19,9.83459442706999,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.5, 'e': 0.4076939700901444}",25,12,16.42251896441387,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.5, 'e': 0.4067375319397382}",25,2,-76.35462969270125,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 2}",1
1101,False,"{'a': 0.5, 'e': 0.40578064775251155}",35,19,-20.336254692650847,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
